Gene,GOID,DEFINITION,ONTOLOGY,TERM
MYCTH_2091689,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2299207,GO:0006221,"The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar.",BP,pyrimidine nucleotide biosynthetic process
MYCTH_2295190,GO:0016491,"Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced.",MF,oxidoreductase activity
MYCTH_2120748,GO:0055085,"The process in which a solute is transported across a lipid bilayer, from one side of a membrane to the other.",BP,transmembrane transport
MYCTH_110640,GO:0020037,"Interacting selectively and non-covalently with heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring.",MF,heme binding
MYCTH_2133586,GO:0004812,"Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP.",MF,aminoacyl-tRNA ligase activity
MYCTH_2133586,GO:0004830,Catalysis of the reaction: ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl-tRNA(Trp).,MF,tryptophan-tRNA ligase activity
MYCTH_2310678,GO:0008235,"Catalysis of the hydrolysis of a peptide bond not more than three residues from the N- or C-terminus of a polypeptide chain by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",MF,metalloexopeptidase activity
MYCTH_2308649,GO:0006888,"The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",BP,endoplasmic reticulum to Golgi vesicle-mediated transport
MYCTH_2077636,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2077636,GO:0006468,The process of introducing a phosphate group on to a protein.,BP,protein phosphorylation
MYCTH_2125854,GO:0140658,,,
MYCTH_2298672,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2297125,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2297052,GO:0005840,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC,ribosome
MYCTH_2299518,GO:0006281,"The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway.",BP,DNA repair
MYCTH_2111803,GO:0005506,Interacting selectively and non-covalently with iron (Fe) ions.,MF,iron ion binding
MYCTH_2309412,GO:0005634,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC,nucleus
MYCTH_2309412,GO:0070940,The process of removing a phosphate group from an amino acid residue in the C-terminal domain of RNA polymerase II. Some dephosphorylation occurs during transcription while some may occur after the enzyme is released from the template in order to prepare it for the beginning of the transcription cycle again. RNA polymerase II with little or no phosphorylation is referred to as the hypophosphorylated or II(A) form.,BP,dephosphorylation of RNA polymerase II C-terminal domain
MYCTH_2313750,GO:0006546,"The chemical reactions and pathways resulting in the breakdown of glycine, aminoethanoic acid.",BP,glycine catabolic process
MYCTH_2089267,GO:0016887,Catalysis of the reaction: ATP + H2O = ADP + phosphate + 2 H+. May or may not be coupled to another reaction.,MF,ATPase activity
MYCTH_2310653,GO:0061630,"Catalysis of the transfer of ubiquitin to a substrate protein via the reaction X-ubiquitin + S -> X + S-ubiquitin, where X is either an E2 or E3 enzyme, the X-ubiquitin linkage is a thioester bond, and the S-ubiquitin linkage is an amide bond: an isopeptide bond between the C-terminal glycine of ubiquitin and the epsilon-amino group of lysine residues in the substrate or, in the linear extension of ubiquitin chains, a peptide bond the between the C-terminal glycine and N-terminal methionine of ubiquitin residues.",MF,ubiquitin protein ligase activity
MYCTH_2299743,GO:0005685,A ribonucleoprotein complex that contains small nuclear RNA U1.,CC,U1 snRNP
MYCTH_2300136,GO:0035658,"A protein complex that functions as a guanine nucleotide exchange factor (GEF) and converts Rab-GDP to Rab-GTP. In S. cerevisiae, this complex consists of at least Mon1 and Ccz1, and serves as a GEF for the Rab Ypt7p.",CC,Mon1-Ccz1 complex
MYCTH_2308921,GO:0006468,The process of introducing a phosphate group on to a protein.,BP,protein phosphorylation
MYCTH_2308921,GO:0004674,"Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.",MF,protein serine/threonine kinase activity
MYCTH_2308921,GO:0006397,Any process involved in the conversion of a primary mRNA transcript into one or more mature mRNA(s) prior to translation into polypeptide.,BP,mRNA processing
MYCTH_2311976,GO:0007165,"The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.",BP,signal transduction
MYCTH_2311976,GO:0005524,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF,ATP binding
MYCTH_2311976,GO:0016772,Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor).,MF,"transferase activity, transferring phosphorus-containing groups"
MYCTH_2049011,GO:0016705,"Catalysis of an oxidation-reduction (redox) reaction in which hydrogen or electrons are transferred from each of two donors, and molecular oxygen is reduced or incorporated into a donor.",MF,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
MYCTH_2313005,GO:0007264,Any series of molecular signals in which a small monomeric GTPase relays one or more of the signals.,BP,small GTPase mediated signal transduction
MYCTH_2295439,GO:0008081,Catalysis of the hydrolysis of a phosphodiester to give a phosphomonoester and a free hydroxyl group.,MF,phosphoric diester hydrolase activity
MYCTH_2119294,GO:0017116,"Catalysis of the reaction: ATP + H2O = ADP + phosphate, in the presence of single-stranded DNA; drives the unwinding of a DNA helix.",MF,single-stranded DNA helicase activity
MYCTH_2304645,GO:0015385,Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: Na+(out) + H+(in) = Na+(in) + H+(out).,MF,sodium:proton antiporter activity
